-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	34	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	1	11	13	1	12	13	1	12	13	1	12	13	1	12	13	1	13	13	-1	0	0	-1	0	0	-1	0	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	13	14	-1	0	0	-1	0	0	-1	0	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	13	14	-1	0	0	-1	0	0	-1	0	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	13	14	-1	0	0	-1	0	0	-1	0	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	1	11	15	1	12	15	1	12	15	1	12	15	1	12	15	1	13	15	-1	0	0	-1	0	0	-1	0	0
-2	43	36	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	68	-2	43	64	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	72	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	-56	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	-56	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	-20	-2	43	68	-2	43	64	-2	43	0	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	76	-2	43	64	-2	43	0	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	76	-2	43	64	-2	43	50	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	43	108	-2	43	118	1	11	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15	1	12	15
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
