-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	15	11	3	13	11	3	13	10	3	14	10	3	14	11	3	15	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	3	9	0	3	9	0	3	9	0	3	9	0	3	9	0	3	9	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	11	-1	0	0	1	12	0	1	13	0	-1	0	0
-1	0	0	3	9	1	3	9	1	3	9	1	3	9	1	3	9	1	3	9	1	3	14	14	3	15	14	3	14	14	3	15	14	3	14	15	3	15	15	3	14	15	3	15	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	12	-1	0	0	1	12	1	1	13	1	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	8	11	4	8	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	12	-1	0	0	1	8	0	1	8	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	8	12	4	8	12	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	12	-1	0	0	1	8	1	1	8	1	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	8	13	4	8	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	13	-1	0	0	1	14	0	1	14	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-39	-2	31	-77	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-39	-2	31	-77	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-39	-2	31	-77	3	3	9	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0	3	2	9	-2	31	-56	-2	31	50	3	3	9	-1	0	0	-1	0	0	-1	0	0
